7c6db0,151.1874,-33.9901,76.2,76,QFA430  ,347.09
7c770d,151.2789,-33.827,243.84,49,XSV     ,85.79
7c0373,151.0977,-33.7369,541.02,76.78,AYT     ,43.64
7c443f,151.3323,-33.7296,121.92,45.56,NRL     ,353.52
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.2265,-33.8118,2110.74,146,VOZ942  ,150.91
7c6b19,151.2005,-33.9966,60.96,68.41,JST459  ,347.85
7c6c75,151.1536,-33.9186,411.48,72.65,VOZ648  ,266.75
7c6d26,151.0523,-34.0609,1729.74,139.05,VOZ417  ,132.9
7c6db0,151.1864,-33.9863,45.72,75.27,QFA430  ,347.77
7c770d,151.282,-33.8274,236.22,52.45,XSV     ,111.28
7c0373,151.1009,-33.7342,541.02,77.12,AYT     ,45
7c443f,151.3316,-33.727,152.4,43.95,NRL     ,339.44
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.2307,-33.8181,2095.5,146.45,VOZ942  ,151
7c6b19,151.2005,-33.9966,60.96,68.41,JST459  ,347.85
7c6c75,151.1459,-33.92,495.3,75.09,VOZ648  ,248.71
7c6d26,151.0626,-34.0689,1722.12,135.7,VOZ417  ,134.23
7c6db0,151.1849,-33.9808,15.24,74.66,QFA430  ,348.07
7c770d,151.2861,-33.831,205.74,60.29,XSV     ,154.75
7c0373,151.1068,-33.7294,541.02,76.76,AYT     ,45.81
7c443f,151.3294,-33.7239,213.36,43.95,NRL     ,321.65
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.238,-33.829,2065.02,146,VOZ942  ,150.91
7c6b19,151.2005,-33.9966,60.96,68.41,JST459  ,347.85
7c6c75,151.1423,-33.9214,525.78,77.99,VOZ648  ,243.77
7c6db0,151.1845,-33.9788,7.62,74.16,QFA430  ,347.99
7c770d,151.287,-33.8333,205.74,61.55,XSV     ,163.99
7c0373,151.1094,-33.7272,548.64,76.4,AYT     ,46.09
7c443f,151.3276,-33.7225,243.84,44.14,NRL     ,306.47
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.2418,-33.8347,2049.78,145.55,VOZ942  ,150.81
7c6b19,151.2005,-33.9966,60.96,68.41,JST459  ,347.85
7c6c75,151.134,-33.925,563.88,83.76,VOZ648  ,242.18
7c6db0,151.1845,-33.9788,7.62,74.16,QFA430  ,347.99
7c770d,151.2889,-33.8388,228.6,61.55,XSV     ,163.99
7c0373,151.1157,-33.7221,548.64,75.66,AYT     ,45
7c443f,151.3243,-33.7205,274.32,38.21,NRL     ,316.64
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
